STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
BIHAR,PATNA RLY.,2008,24,13,3,0,0,0,11,4,7,9,0,12,3,601,36,565,18,3,19,1,0,0,2,7,0,1,0,0,212,939
BIHAR,PURNEA,2008,81,20,39,185,0,185,139,88,51,29,6,30,163,242,48,194,187,36,151,0,38,478,3,73,0,81,0,137,684,2802
BIHAR,ROHTAS,2008,112,19,0,21,0,21,63,55,8,22,0,49,120,439,24,415,154,38,97,0,29,165,36,15,0,42,0,255,2267,3943
BIHAR,SAHARSA,2008,30,139,4,22,0,22,41,20,21,13,0,70,38,131,10,121,267,49,59,1,15,304,17,75,0,21,0,50,809,2155
BIHAR,SAMASTIPUR,2008,81,292,31,32,0,32,74,62,12,8,11,28,75,381,49,332,253,25,34,0,41,315,60,15,5,52,15,303,1285,3416
BIHAR,SARAN,2008,119,137,14,34,0,34,98,58,40,29,2,60,101,455,55,400,266,55,95,0,39,1014,58,10,0,41,0,121,802,3550
BIHAR,SHEIKHPURA,2008,22,27,5,9,0,9,25,14,11,2,0,7,7,85,8,77,101,1,33,0,6,46,7,1,0,10,0,26,600,1020
BIHAR,SHEOHAR,2008,9,17,0,7,0,7,19,11,8,5,0,9,12,44,7,37,70,7,16,0,1,171,7,4,0,13,0,5,130,546
BIHAR,SITAMARHI,2008,72,37,6,12,0,12,70,43,27,26,0,36,76,311,95,216,59,11,20,0,27,316,24,18,0,12,0,53,2049,3235
BIHAR,SIWAN,2008,74,65,10,24,0,24,67,35,32,22,3,72,79,231,85,146,125,19,90,5,32,763,31,9,2,54,0,85,590,2452
BIHAR,SUPAUL,2008,49,88,2,53,0,53,54,37,17,6,2,31,74,181,16,165,315,34,85,1,11,121,15,71,0,68,0,29,688,1978
BIHAR,VAISHALI,2008,106,29,16,36,0,36,218,114,104,13,3,35,129,489,92,397,281,60,20,4,20,111,64,34,0,30,0,147,1824,3669
BIHAR,TOTAL,2008,3139,2954,386,1302,0,1302,3047,1789,1258,686,60,1592,3414,13206,2675,10531,8099,1352,2741,69,772,16644,1210,999,21,1992,22,4592,54370,122669
CHHATTISGARH,BALRAMPUR,2008,49,12,1,41,0,41,7,5,2,4,2,20,46,33,1,32,32,0,4,2,6,222,3,43,0,24,0,58,165,774
CHHATTISGARH,BILASPUR,2008,112,48,0,71,0,71,33,25,8,6,2,55,610,869,307,562,211,11,74,7,31,1741,19,171,4,136,0,275,1851,6337
CHHATTISGARH,BIZAPUR,2008,95,82,1,5,0,5,8,2,6,11,0,6,8,4,0,4,18,0,1,0,12,9,0,5,0,1,0,14,88,368
CHHATTISGARH,DANTEWARA,2008,69,84,0,10,0,10,8,7,1,25,3,1,44,47,13,34,28,0,8,0,20,43,1,17,1,3,0,33,278,723
CHHATTISGARH,DHAMTARI,2008,23,16,0,26,0,26,4,4,0,5,0,11,152,151,52,99,34,0,20,0,8,74,3,47,4,19,0,114,841,1552
CHHATTISGARH,DURG,2008,83,39,4,109,0,109,18,12,6,5,1,61,593,822,323,499,54,15,69,8,25,385,11,218,17,118,0,360,3580,6595
CHHATTISGARH,GRP RAIPUR,2008,5,1,0,2,0,2,0,0,0,0,0,4,7,195,20,175,1,0,2,0,0,14,0,4,2,0,0,1,63,301
CHHATTISGARH,JAGDALPUR,2008,73,46,1,68,0,68,13,11,2,11,0,13,112,128,55,73,55,3,18,5,9,214,2,49,2,23,0,149,1315,2309
CHHATTISGARH,JANJGIR,2008,36,31,1,47,0,47,8,7,1,3,0,34,270,319,86,233,100,5,23,9,17,180,14,135,12,123,0,137,1507,3011
CHHATTISGARH,JASHPUR,2008,65,16,0,71,0,71,46,41,5,6,2,24,87,126,26,100,27,0,16,2,6,98,0,56,3,19,0,84,516,1270
CHHATTISGARH,KABIRDHAM,2008,11,18,0,29,0,29,5,4,1,3,0,13,120,141,20,121,50,6,21,0,11,642,5,79,6,23,0,58,479,1720
CHHATTISGARH,KANKER,2008,54,53,1,15,0,15,10,7,3,14,0,13,76,77,13,64,26,3,6,1,19,31,4,26,3,13,0,74,543,1062
CHHATTISGARH,KORBA,2008,38,12,0,31,0,31,12,9,3,4,1,36,147,293,133,160,39,4,26,4,5,624,5,68,10,42,0,196,918,2515
CHHATTISGARH,KORIYA,2008,48,22,0,54,0,54,5,5,0,4,0,13,209,159,27,132,28,7,14,0,15,557,2,93,6,34,0,59,469,1798
CHHATTISGARH,MAHASAMUND,2008,19,13,1,24,0,24,8,7,1,1,0,5,120,155,37,118,20,11,19,3,9,200,6,57,4,27,0,160,631,1493
CHHATTISGARH,NARAYANPUR,2008,18,49,0,1,0,1,1,0,1,7,0,0,3,8,4,4,1,1,0,0,7,14,0,0,0,0,0,8,33,151
CHHATTISGARH,RAIGARH,2008,89,24,0,30,0,30,10,7,3,2,0,28,237,448,162,286,109,23,25,3,18,643,7,74,8,45,0,158,964,2945
CHHATTISGARH,RAIPUR,2008,112,91,1,128,0,128,46,36,10,5,5,85,823,1525,672,853,183,60,138,21,51,2328,11,247,34,124,0,533,3430,9981
CHHATTISGARH,RAJNANDGAON,2008,47,33,4,60,0,60,12,12,0,2,1,23,251,288,81,207,42,7,36,4,14,99,7,72,5,57,0,153,2035,3252
CHHATTISGARH,SARGUJA,2008,65,27,1,78,0,78,9,8,1,2,0,30,87,162,65,97,44,2,30,1,13,77,3,89,3,27,0,89,966,1805
CHHATTISGARH,SURAJPUR,2008,58,19,2,78,0,78,10,7,3,4,0,25,110,129,25,104,42,11,12,1,6,370,3,71,1,39,0,87,402,1480
CHHATTISGARH,TOTAL,2008,1169,736,18,978,0,978,273,216,57,124,17,500,4112,6079,2122,3957,1144,169,562,71,302,8565,106,1621,125,897,0,2800,21074,51442
GOA,NORTH GOA,2008,26,14,8,15,0,15,19,17,2,2,0,8,150,360,128,232,43,30,57,13,6,94,0,15,2,5,0,134,488,1489
GOA,SOUTH GOA,2008,23,11,3,15,0,15,17,11,6,1,0,15,152,241,110,131,59,17,48,9,21,91,2,17,10,7,0,96,398,1253
GOA,TOTAL,2008,49,25,11,30,0,30,36,28,8,3,0,23,302,601,238,363,102,47,105,22,27,185,2,32,12,12,0,230,886,2742
GUJARAT,AHMEDABAD COMMR.,2008,85,60,0,44,0,44,172,137,35,14,2,538,778,5485,3239,2246,168,223,200,14,1,1335,1,78,19,1185,0,242,7900,18544
GUJARAT,AHMEDABAD RURAL,2008,36,20,0,3,0,3,36,35,1,14,1,37,114,354,124,230,61,45,9,3,9,236,1,16,0,67,0,321,2021,3404
GUJARAT,AHWA-DANG,2008,7,2,0,3,0,3,2,2,0,0,0,0,2,13,4,9,2,2,2,0,0,27,0,2,0,11,0,13,143,231
GUJARAT,AMRELI,2008,22,6,1,8,0,8,60,58,2,0,1,6,127,218,69,149,34,50,8,6,10,305,0,31,3,128,0,133,1234,2391
GUJARAT,ANAND,2008,40,10,2,11,0,11,51,45,6,12,0,16,121,508,172,336,39,64,10,7,14,342,0,25,2,170,0,224,2126,3794
GUJARAT,BHARUCH,2008,36,15,1,13,0,13,34,29,5,13,0,22,157,371,121,250,51,76,14,4,41,218,0,13,2,114,0,280,1600,3075
GUJARAT,BHAVNAGAR,2008,35,33,3,9,0,9,90,80,10,11,0,52,224,857,328,529,134,40,73,11,13,132,0,69,51,197,0,0,3824,5858
GUJARAT,DAHOD,2008,44,21,3,13,0,13,43,40,3,33,1,55,98,167,89,78,61,8,4,1,31,347,0,33,0,63,0,0,782,1808
GUJARAT,GANDHINAGAR,2008,32,12,0,8,0,8,44,35,9,6,0,34,150,606,250,356,42,19,40,9,6,271,3,18,2,200,0,211,3095,4808
GUJARAT,HIMATNAGAR,2008,38,13,1,16,0,16,37,34,3,11,0,19,83,206,71,135,64,31,33,12,17,209,0,22,0,217,0,266,3592,4887
GUJARAT,JAMNAGAR,2008,34,12,3,17,0,17,30,25,5,14,0,22,150,410,162,248,79,22,27,4,15,422,0,14,1,239,0,7,3810,5332
GUJARAT,JUNAGADH,2008,33,20,0,5,0,5,48,43,5,13,0,49,221,719,268,451,79,84,46,7,25,463,3,66,3,456,0,186,2762,5288
GUJARAT,KHEDA NORTH,2008,36,11,0,8,0,8,41,39,2,5,0,13,114,393,81,312,39,25,35,9,23,383,0,40,0,219,0,247,3624,5265
GUJARAT,KUTCH,2008,40,8,1,16,0,16,44,42,2,4,1,34,297,656,254,402,73,35,52,7,14,418,1,26,6,334,0,295,2579,4941
GUJARAT,MEHSANA,2008,29,18,1,9,0,9,54,48,6,10,0,33,211,652,215,437,84,49,34,6,9,838,0,33,1,289,0,185,2059,4604
GUJARAT,NARMADA,2008,11,3,5,7,0,7,7,7,0,0,0,1,18,38,13,25,7,2,3,2,4,118,0,8,1,12,0,63,500,810
GUJARAT,NAVSARI,2008,25,3,1,2,0,2,9,4,5,0,0,5,26,84,46,38,10,14,5,4,3,35,0,1,1,5,0,0,762,995
GUJARAT,PALANPUR,2008,42,16,1,37,0,37,43,43,0,9,0,31,206,413,137,276,67,18,35,6,23,1109,1,34,0,201,0,174,1641,4107
GUJARAT,PANCHMAHAL,2008,40,13,1,8,0,8,55,53,2,3,0,13,99,208,84,124,29,34,25,0,27,303,0,29,2,148,0,0,2286,3323
GUJARAT,PATAN,2008,14,15,0,19,0,19,29,24,5,4,0,18,102,371,71,300,54,17,20,6,5,350,0,29,0,157,0,118,1620,2948
GUJARAT,PORBANDAR,2008,7,6,0,3,0,3,12,11,1,0,0,6,38,89,22,67,10,4,11,2,6,82,0,5,0,48,0,69,616,1014
GUJARAT,RAJKOT COMMR.,2008,37,33,1,12,0,12,54,40,14,9,0,68,320,1394,784,610,140,71,85,14,12,417,1,30,19,312,0,128,2368,5525
GUJARAT,RAJKOT RURAL,2008,45,16,2,24,0,24,47,42,5,13,0,26,156,425,190,235,62,42,12,4,12,334,4,45,2,293,0,293,2013,3870
GUJARAT,SURAT COMMR.,2008,97,42,3,28,0,28,131,79,52,24,4,146,544,3049,1939,1110,165,39,178,29,10,856,11,54,2,472,0,382,4475,10741
GUJARAT,SURAT RURAL,2008,43,4,1,3,0,3,11,5,6,5,2,9,39,122,56,66,10,17,19,3,4,78,0,7,0,30,0,300,882,1589
GUJARAT,SURENDRANAGAR,2008,35,15,0,21,0,21,44,38,6,3,0,12,80,195,66,129,44,38,17,2,6,382,0,50,1,133,0,236,1643,2957
GUJARAT,TAPI,2008,21,5,0,3,0,3,3,2,1,3,0,3,19,42,20,22,8,5,0,3,0,50,0,2,0,6,0,98,331,602
GUJARAT,VADODARA COMMR.,2008,20,32,3,7,0,7,34,30,4,9,2,23,366,1415,827,588,123,20,119,6,5,283,0,16,3,268,0,159,2473,5386
GUJARAT,VADODARA RURAL,2008,79,17,1,11,0,11,39,37,2,6,0,10,53,191,76,115,31,44,6,5,16,345,0,21,0,87,0,296,1497,2755
GUJARAT,VALSAD,2008,33,5,0,4,0,4,15,9,6,4,0,8,119,229,121,108,36,28,43,4,2,138,0,6,0,32,0,0,1094,1800
GUJARAT,W.RLY,2008,10,1,0,2,0,2,4,3,1,4,0,13,21,835,48,787,3,1,2,0,0,71,1,5,1,1,0,8,173,1156
GUJARAT,TOTAL,2008,1106,487,35,374,0,374,1323,1119,204,256,14,1322,5053,20715,9947,10768,1809,1167,1167,190,363,10897,27,828,122,6094,0,4934,65525,123808
HARYANA,AMBALA,2008,31,31,0,35,0,35,55,49,6,2,3,15,266,419,217,202,1,32,88,2,7,239,11,27,21,172,0,2,1101,2560
HARYANA,BHIWANI,2008,56,27,11,33,0,33,47,36,11,12,1,25,241,560,291,269,158,21,90,3,19,305,14,24,20,111,0,5,956,2739
HARYANA,FARIDABAD,2008,59,24,5,46,0,46,109,94,15,4,51,32,276,945,691,254,145,138,32,2,7,191,21,23,97,173,0,12,2124,4516
HARYANA,FATEHABAD,2008,20,13,4,12,0,12,25,21,4,1,5,5,126,298,162,136,23,8,65,0,5,184,4,16,13,143,0,4,647,1621
HARYANA,GRP,2008,27,3,2,1,0,1,7,3,4,1,1,22,1,497,108,389,11,4,7,0,0,13,6,7,158,0,0,24,468,1260
HARYANA,GURGAON,2008,80,59,5,35,0,35,89,66,23,36,56,111,698,2843,2063,780,117,91,200,8,9,156,19,27,32,123,0,29,2347,7170
HARYANA,HISSAR,2008,52,46,5,23,0,23,43,27,16,1,8,23,214,560,332,228,52,30,94,3,8,382,19,25,9,214,0,2,1353,3166
HARYANA,JHAJJAR,2008,62,30,4,22,0,22,26,15,11,5,8,18,138,268,152,116,58,24,44,0,2,117,20,13,42,115,0,181,518,1715
HARYANA,JIND,2008,39,24,14,38,0,38,29,23,6,1,1,18,158,296,189,107,103,56,43,0,4,154,18,21,15,73,0,7,655,1767
HARYANA,KAITHAL,2008,22,24,2,14,0,14,16,16,0,5,7,6,107,194,116,78,0,70,22,2,3,225,13,14,0,150,0,5,621,1522
HARYANA,KARNAL,2008,39,46,7,50,0,50,35,23,12,6,10,23,265,681,373,308,28,13,74,1,8,350,17,31,21,124,0,278,1124,3231
HARYANA,KURUKSHETRA,2008,20,19,2,41,0,41,30,24,6,2,4,23,244,582,270,312,0,73,22,5,4,207,12,11,27,72,0,6,1007,2413
HARYANA,MAHENDRAGARH,2008,31,6,2,21,0,21,26,20,6,1,0,4,102,196,102,94,52,27,10,0,4,156,16,17,0,73,0,3,977,1724
HARYANA,MEWAT,2008,19,21,0,29,0,29,21,13,8,4,23,11,23,212,124,88,96,13,42,0,2,91,7,6,6,114,0,1,521,1262
HARYANA,PALWAL,2008,34,37,3,29,0,29,32,23,9,5,18,22,70,354,268,86,115,16,25,1,2,198,15,25,33,89,0,4,863,1990
HARYANA,PANCHKULA,2008,17,7,1,15,0,15,26,18,8,6,1,14,157,427,201,226,3,11,58,0,0,53,5,6,1,72,0,3,686,1569
HARYANA,PANIPAT,2008,46,16,12,30,0,30,52,34,18,3,19,27,195,845,613,232,63,20,20,5,2,225,13,16,17,62,0,234,780,2702
HARYANA,REWARI,2008,27,24,4,23,0,23,27,25,2,4,1,29,170,429,253,176,47,44,18,2,9,203,13,31,0,72,0,7,1177,2361
HARYANA,ROHTAK,2008,67,53,3,39,0,39,32,20,12,4,6,30,227,596,369,227,75,22,60,1,6,197,17,25,38,106,0,195,843,2642
HARYANA,SIRSA,2008,48,35,0,31,0,31,25,16,9,3,0,8,146,334,173,161,26,18,32,4,13,351,9,14,0,127,0,1,733,1958
HARYANA,SONIPAT,2008,84,48,4,36,0,36,59,43,16,11,28,69,229,659,331,328,11,21,86,0,13,291,24,31,50,149,0,310,1170,3383
HARYANA,YAMUNANAGAR,2008,41,23,2,28,0,28,43,35,8,3,6,20,196,514,276,238,0,11,18,1,12,216,9,25,5,101,0,10,789,2073
HARYANA,TOTAL,2008,921,616,92,631,0,631,854,644,210,120,257,555,4249,12709,7674,5035,1184,763,1150,40,139,4504,302,435,605,2435,0,1323,21460,55344
HIMACHAL PRADESH,BILASPUR,2008,5,2,1,10,0,10,7,7,0,0,0,2,46,64,8,56,38,7,17,3,6,36,2,28,5,35,0,19,713,1046
HIMACHAL PRADESH,CHAMBA,2008,10,3,1,10,0,10,16,16,0,0,0,1,112,52,5,47,21,2,3,0,4,62,0,26,0,10,0,44,384,761
HIMACHAL PRADESH,G.R.P.,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,8
HIMACHAL PRADESH,HAMIRPUR,2008,6,0,0,8,0,8,12,12,0,0,0,0,63,75,23,52,23,12,16,0,16,207,0,15,7,39,0,21,439,959
HIMACHAL PRADESH,KANGRA,2008,19,20,1,19,0,19,20,15,5,0,0,4,123,249,69,180,118,12,65,2,20,234,0,37,13,68,0,6,1260,2290
HIMACHAL PRADESH,KINNAUR,2008,1,0,0,4,0,4,2,2,0,0,0,1,27,9,1,8,11,3,0,0,0,9,0,3,0,3,0,26,71,170
HIMACHAL PRADESH,KULLU,2008,15,3,0,16,0,16,19,17,2,0,0,2,62,80,14,66,54,5,13,1,8,40,0,31,2,28,0,52,665,1096
HIMACHAL PRADESH,LAHAUL-SPITI,2008,1,0,0,1,0,1,0,0,0,0,0,0,4,1,1,0,1,1,1,0,0,0,0,0,0,1,0,4,55,70
HIMACHAL PRADESH,MANDI,2008,19,7,0,32,0,32,14,13,1,0,0,3,95,98,29,69,68,11,31,1,28,130,1,75,8,42,0,61,1420,2144
HIMACHAL PRADESH,SHIMLA,2008,15,10,0,22,0,22,20,19,1,1,0,3,139,225,60,165,108,26,41,1,27,54,0,31,0,33,0,79,1106,1941
HIMACHAL PRADESH,SIRMAUR,2008,7,2,0,10,0,10,14,13,1,1,0,0,52,85,27,58,64,19,30,0,8,36,0,19,0,30,0,60,448,885
HIMACHAL PRADESH,SOLAN,2008,16,3,2,14,0,14,15,13,2,3,0,4,95,126,69,57,70,25,13,2,6,357,0,13,2,17,0,62,659,1504
HIMACHAL PRADESH,UNA,2008,15,9,0,11,0,11,12,10,2,1,0,0,67,85,26,59,51,14,18,1,4,93,0,17,4,37,0,51,612,1102
HIMACHAL PRADESH,TOTAL,2008,129,59,5,157,0,157,151,137,14,6,0,20,885,1152,332,820,627,137,248,11,127,1258,3,295,41,343,0,485,7837,13976
JAMMU & KASHMIR,ANANTNAG,2008,10,6,0,13,0,13,74,74,0,1,0,7,115,149,38,111,148,2,35,1,16,1,0,63,17,0,0,0,566,1224
JAMMU & KASHMIR,AWANTIPORA,2008,2,3,0,4,0,4,13,13,0,0,0,1,20,39,2,37,30,0,2,1,1,0,0,40,1,1,0,12,197,367
JAMMU & KASHMIR,BANDIPORA,2008,3,3,0,1,0,1,45,44,1,0,0,3,38,57,1,56,57,0,7,0,6,0,0,74,7,0,0,0,166,467
JAMMU & KASHMIR,BARAMULLA,2008,18,35,5,13,0,13,63,60,3,0,0,4,130,144,19,125,141,6,6,3,14,9,0,80,12,1,0,0,563,1247
JAMMU & KASHMIR,BUDGAM,2008,3,27,4,8,0,8,66,60,6,0,0,4,84,186,12,174,230,3,31,1,9,3,0,88,29,0,0,19,609,1404
JAMMU & KASHMIR,CRIME JAMMU,2008,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,25
JAMMU & KASHMIR,CRIME SRINAGAR,2008,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,44,0,0,0,0,0,0,0,0,0,0,52
JAMMU & KASHMIR,DODA,2008,20,41,0,20,0,20,24,21,3,0,0,0,28,39,1,38,27,3,8,0,6,16,0,14,4,8,0,2,331,591
JAMMU & KASHMIR,GANDERBAL,2008,5,2,0,2,0,2,23,21,2,0,0,2,30,41,8,33,35,3,4,1,2,4,0,36,1,2,0,15,150,358
JAMMU & KASHMIR,HANDWARA,2008,6,22,0,6,0,6,17,16,1,0,0,0,13,29,1,28,16,2,8,1,6,1,0,51,6,1,0,0,125,310
JAMMU & KASHMIR,JAMMU,2008,31,87,7,26,0,26,51,49,2,1,0,3,248,572,335,237,210,18,66,4,42,43,7,31,58,54,0,103,2189,3851
JAMMU & KASHMIR,KARGIL,2008,0,0,2,1,0,1,1,1,0,0,0,0,4,4,0,4,8,1,3,0,1,0,0,5,0,0,0,4,73,107
JAMMU & KASHMIR,KATHUA,2008,14,18,1,15,0,15,19,13,6,0,0,0,43,71,21,50,87,2,12,0,12,10,7,17,4,7,0,2,716,1057
JAMMU & KASHMIR,KISHTWAR,2008,10,22,0,4,0,4,12,12,0,0,0,0,11,35,1,34,0,3,4,0,11,6,0,10,1,5,0,3,157,294
JAMMU & KASHMIR,KULGAM,2008,6,9,0,5,0,5,45,43,2,0,0,7,44,64,4,60,68,3,10,2,5,18,0,63,4,1,0,33,185,572
JAMMU & KASHMIR,KUPWARA,2008,12,41,2,5,0,5,22,19,3,0,0,1,16,29,2,27,54,2,5,1,6,4,0,31,2,2,0,8,150,393
JAMMU & KASHMIR,LEH,2008,2,1,0,6,0,6,3,3,0,0,0,1,20,16,2,14,1,5,8,0,0,0,0,7,0,0,0,0,183,253
JAMMU & KASHMIR,POONCH,2008,13,27,1,16,0,16,25,21,4,0,0,3,49,36,2,34,112,2,7,3,0,48,0,35,6,13,0,0,391,787
JAMMU & KASHMIR,PULWAMA,2008,7,14,2,2,0,2,30,29,1,0,0,11,23,62,5,57,77,3,6,0,10,36,0,13,8,0,0,3,114,421
JAMMU & KASHMIR,RAILWAYS,2008,0,1,0,0,0,0,1,1,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13
JAMMU & KASHMIR,RAJOURI,2008,8,26,5,21,0,21,28,27,1,0,0,3,55,51,3,48,44,6,17,3,29,31,6,34,7,39,0,31,842,1286
JAMMU & KASHMIR,RAMBAN,2008,11,12,0,9,0,9,14,14,0,1,0,0,27,37,2,35,33,2,10,0,5,9,0,4,4,0,0,3,497,678
JAMMU & KASHMIR,REASI,2008,16,34,1,5,0,5,10,9,1,0,0,1,18,37,7,30,5,1,4,0,7,4,0,11,4,2,0,2,310,472
JAMMU & KASHMIR,SAMBA,2008,6,26,0,2,0,2,9,9,0,0,0,1,22,45,16,29,38,1,8,0,5,2,1,7,1,3,0,2,491,670
JAMMU & KASHMIR,SHOPIAN,2008,7,23,0,6,0,6,16,14,2,0,0,5,9,62,4,58,31,1,5,1,8,5,0,49,5,1,0,4,75,313
JAMMU & KASHMIR,SRINAGAR,2008,13,80,1,16,0,16,79,69,10,0,0,9,256,329,185,144,295,11,57,1,26,16,0,162,104,18,0,47,1029,2549
JAMMU & KASHMIR,UDHAMPUR,2008,10,10,0,13,0,13,14,14,0,0,0,1,44,51,18,33,35,2,3,0,3,7,0,10,11,4,0,0,625,843
JAMMU & KASHMIR,TOTAL,2008,237,570,31,219,0,219,704,656,48,3,0,67,1347,2198,689,1509,1782,87,392,23,230,273,21,935,296,162,0,293,10734,20604
JHARKHAND,BOKARO,2008,76,8,0,40,0,40,41,37,4,21,0,27,71,658,141,517,142,17,84,0,0,0,15,0,2,65,0,0,1398,2665
JHARKHAND,CHAIBASA,2008,127,46,35,42,0,42,7,5,2,7,2,16,19,131,27,104,31,12,22,0,2,49,7,16,0,33,0,30,203,837
JHARKHAND,CHATRA,2008,42,46,0,11,0,11,17,14,3,14,0,27,18,97,9,88,121,0,10,0,5,0,14,1,0,2,0,18,587,1030
JHARKHAND,DEOGHAR,2008,46,4,1,33,0,33,11,2,9,18,3,22,112,152,61,91,148,13,7,11,3,279,6,5,5,29,12,96,459,1475
JHARKHAND,DHANBAD,2008,72,41,12,47,0,47,88,76,12,38,2,59,182,788,276,512,204,26,62,1,8,196,36,35,10,57,0,1,1614,3579
JHARKHAND,DHANBAD RLY.,2008,13,0,0,0,0,0,1,1,0,16,1,12,7,110,9,101,5,0,1,0,0,0,2,4,0,2,0,0,61,235
JHARKHAND,DUMKA,2008,77,17,0,60,0,60,26,23,3,6,0,17,80,201,12,189,109,11,23,0,4,261,17,7,0,66,0,54,722,1758
JHARKHAND,GARHWA,2008,48,78,2,21,0,21,27,16,11,18,1,30,29,85,1,84,139,8,29,1,19,302,9,15,0,20,0,44,354,1279
JHARKHAND,GIRIDIH,2008,63,30,0,48,0,48,52,44,8,41,0,45,88,353,47,306,378,6,30,0,9,205,33,22,1,25,0,84,1306,2819
JHARKHAND,GODDA,2008,61,44,0,26,0,26,41,6,35,5,0,16,55,160,0,160,124,0,0,0,29,235,7,16,0,50,0,0,994,1863
JHARKHAND,GUMLA,2008,158,79,4,38,0,38,37,11,26,20,0,62,22,97,58,39,18,8,17,0,0,76,0,11,0,8,0,80,225,960
JHARKHAND,HAZARIBAGH,2008,80,52,2,57,0,57,65,61,4,32,11,55,116,465,133,332,323,23,144,3,19,109,36,31,0,97,0,169,1132,3021
JHARKHAND,JAMSHEDPUR,2008,102,88,10,41,0,41,36,16,20,20,2,59,123,890,325,565,44,35,116,2,11,86,14,18,5,74,0,4,1432,3212
JHARKHAND,JAMSHEDPUR RLY.,2008,6,2,0,0,0,0,0,0,0,3,1,6,3,122,10,112,1,0,2,1,1,11,0,1,0,1,0,1,32,194
JHARKHAND,JAMTARA,2008,25,1,3,20,0,20,9,3,6,0,1,4,42,64,6,58,71,6,16,0,1,0,5,9,0,16,0,3,358,654
JHARKHAND,KHUNTI,2008,63,11,5,8,0,8,13,2,11,6,2,16,4,40,3,37,15,0,1,0,3,19,1,1,0,1,0,41,63,313
JHARKHAND,KODERMA,2008,23,31,0,16,0,16,16,14,2,2,0,9,18,120,28,92,103,9,57,1,3,0,11,6,0,23,0,72,305,825
JHARKHAND,LATEHAR,2008,31,16,2,11,0,11,14,11,3,22,2,19,16,73,2,71,18,4,6,1,2,29,6,10,0,6,0,40,212,540
JHARKHAND,LOHARDAGGA,2008,22,3,2,16,0,16,18,4,14,14,1,19,22,88,25,63,49,5,16,0,8,4,2,2,0,7,0,28,237,563
JHARKHAND,PAKUR,2008,31,90,6,53,0,53,18,2,16,2,0,7,19,88,23,65,56,0,17,0,4,134,1,9,0,103,0,58,100,796
JHARKHAND,PALAMU,2008,102,174,6,30,0,30,57,31,26,20,0,41,80,188,34,154,143,13,37,0,0,0,18,1,0,32,0,75,1100,2117
JHARKHAND,RAMGARH,2008,44,14,1,11,0,11,20,18,2,18,1,29,33,288,75,213,90,8,35,0,5,131,5,6,0,13,0,0,315,1067
JHARKHAND,RANCHI,2008,209,72,10,62,0,62,117,62,55,49,17,112,155,1624,766,858,138,43,133,0,14,495,12,23,0,88,27,299,1106,4805
JHARKHAND,SAHEBGANJ,2008,42,47,4,61,0,61,35,22,13,4,1,9,24,134,31,103,37,5,12,1,6,98,4,14,0,19,0,23,264,844
JHARKHAND,SARAIKELA,2008,59,56,3,13,0,13,14,11,3,13,0,24,20,199,55,144,51,17,17,2,5,107,5,8,0,13,0,90,141,857
JHARKHAND,SIMDEGA,2008,75,11,4,26,0,26,12,7,5,7,2,19,17,54,8,46,18,0,6,0,3,0,0,0,0,1,0,0,123,378
JHARKHAND,TOTAL,2008,1697,1061,112,791,0,791,792,499,293,416,50,761,1375,7269,2165,5104,2576,269,900,24,164,2826,266,271,23,851,39,1310,14843,38686
KARNATAKA,BAGALKOT,2008,43,26,0,2,0,2,22,15,7,1,1,8,68,128,52,76,175,9,45,3,3,222,6,62,2,56,0,0,1166,2048
KARNATAKA,BANGALORE COMMR.,2008,253,297,8,54,0,54,159,2,157,88,203,702,1787,9681,5605,4076,348,190,2025,49,10,2497,52,179,1,307,0,126,10648,29664
KARNATAKA,BANGALORE RURAL,2008,102,54,0,14,0,14,22,7,15,29,0,49,185,527,244,283,209,6,81,2,0,471,11,56,0,56,0,0,2549,4423
KARNATAKA,BELGAUM,2008,124,94,1,30,0,30,59,45,14,3,7,53,311,599,256,343,460,19,223,7,27,1049,9,180,9,233,0,36,3617,7150
KARNATAKA,BELLARY,2008,46,47,1,11,0,11,19,10,9,5,0,24,123,284,135,149,189,20,48,0,7,497,10,41,0,49,0,9,1834,3264
